sample_id,raw_input,gold_clean_alias,canonical_degree,canonical_field,degree_level,noise_type,difficulty,expected_layer,expected_status,expected_min_confidence,training_use,source
L2-05630,BTch / Electronics and Communication Engineering,BTech / Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02561
L2-05631,BeTch / Electronics and Communication Engineering,BTech / Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02561
L2-05632,B.Tch (Hons) in Software Engineering,B.Tech (Hons) in Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02562
L2-05633,B.eTch (Hons) in Software Engineering,B.Tech (Hons) in Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02562
L2-05634,b.tch (hons),b.tech (hons),Bachelor of Technology,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02563
L2-05635,b.etch (hons),b.tech (hons),Bachelor of Technology,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02563
L2-05636,b.tech (ho,b.tech (hons),Bachelor of Technology,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02563
L2-05637,B.Tch (Hons) in Chemistry,B.Tech (Hons) in Chemistry,Bachelor of Technology,Chemistry,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02564
L2-05638,B.eTch (Hons) in Chemistry,B.Tech (Hons) in Chemistry,Bachelor of Technology,Chemistry,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02564
L2-05639,4-Yar B.Tech / Mining Engineering,4-Year B.Tech / Mining Engineering,Bachelor of Technology,Mining Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02565
L2-05640,4-eYar B.Tech / Mining Engineering,4-Year B.Tech / Mining Engineering,Bachelor of Technology,Mining Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02565
L2-05641,B. Tch in Electronics and Communication Engineering,B. Tech in Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02566
L2-05642,B. eTch in Electronics and Communication Engineering,B. Tech in Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02566
L2-05643,B.Tch / Production Engineering,B.Tech / Production Engineering,Bachelor of Technology,Production Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02567
L2-05644,B.eTch / Production Engineering,B.Tech / Production Engineering,Bachelor of Technology,Production Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02567
L2-05645,"B.Tch., Electrical Engineering","B.Tech., Electrical Engineering",Bachelor of Technology,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02568
L2-05646,"B.eTch., Electrical Engineering","B.Tech., Electrical Engineering",Bachelor of Technology,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02568
L2-05647,"Bachlor of Technology, Data Science","Bachelor of Technology, Data Science",Bachelor of Technology,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02569
L2-05648,"Bcahelor of Technology, Data Science","Bachelor of Technology, Data Science",Bachelor of Technology,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02569
L2-05649,"Bache1or of Technology, Data Science","Bachelor of Technology, Data Science",Bachelor of Technology,Data Science,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02569
L2-05650,"Bachler of Technology, Business Administration","Bacheler of Technology, Business Administration",Bachelor of Technology,Business Administration,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02570
L2-05651,"Bcaheler of Technology, Business Administration","Bacheler of Technology, Business Administration",Bachelor of Technology,Business Administration,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02570
L2-05652,"Bacheler of Techn0logy, Business Administration","Bacheler of Technology, Business Administration",Bachelor of Technology,Business Administration,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02570
L2-05653,"B.Tch (Hons), Mechanical Engineering","B.Tech (Hons), Mechanical Engineering",Bachelor of Technology,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02571
L2-05654,"B.eTch (Hons), Mechanical Engineering","B.Tech (Hons), Mechanical Engineering",Bachelor of Technology,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02571
L2-05655,"B.Tech (Hons), Mechanical Engincering","B.Tech (Hons), Mechanical Engineering",Bachelor of Technology,,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02571
L2-05656,"B.Tech (Hons), Mechanical Engin","B.Tech (Hons), Mechanical Engineering",Bachelor of Technology,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02571
L2-05657,B. Tch in Physics,B. Tech in Physics,Bachelor of Technology,Physics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02572
L2-05658,B. eTch in Physics,B. Tech in Physics,Bachelor of Technology,Physics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02572
L2-05659,b.tch.,b.tech.,Bachelor of Technology,,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02573
L2-05660,b.etch.,b.tech.,Bachelor of Technology,,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02573
L2-05661,b.t,b.tech.,Bachelor of Technology,,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02573
L2-05662,4-Yar B.Tech / Finance,4-Year B.Tech / Finance,Bachelor of Technology,Finance,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02574
L2-05663,4-eYar B.Tech / Finance,4-Year B.Tech / Finance,Bachelor of Technology,Finance,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02574
L2-05664,4-Yar B.Tech / Textile Engineering,4-Year B.Tech / Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02575
L2-05665,4-eYar B.Tech / Textile Engineering,4-Year B.Tech / Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02575
L2-05666,4-Yar B.Tech in Textile Engineering,4-Year B.Tech in Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02576
L2-05667,4-eYar B.Tech in Textile Engineering,4-Year B.Tech in Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02576
L2-05668,"Bachlor of Technology, Physics","Bachelor of Technology, Physics",Bachelor of Technology,Physics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02577
L2-05669,"Bcahelor of Technology, Physics","Bachelor of Technology, Physics",Bachelor of Technology,Physics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02577
L2-05670,"Bache1or of Technology, Physics","Bachelor of Technology, Physics",Bachelor of Technology,Physics,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02577
L2-05671,BTCH (Artificial Intelligence and Machine Learning),BTECH (Artificial Intelligence and Machine Learning),Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02578
L2-05672,BETCH (Artificial Intelligence and Machine Learning),BTECH (Artificial Intelligence and Machine Learning),Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02578
L2-05673,BTECH (Artificial Intelligence and Machine Lear,BTECH (Artificial Intelligence and Machine Learning),Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02578
L2-05674,B.Tch. in Data Science,B.Tech. in Data Science,Bachelor of Technology,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02579
L2-05675,B.eTch. in Data Science,B.Tech. in Data Science,Bachelor of Technology,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02579
L2-05676,BTch in Aerospace Engineering,BTech in Aerospace Engineering,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02580
L2-05677,BeTch in Aerospace Engineering,BTech in Aerospace Engineering,Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02580
L2-05678,Bachler of Technology (Computer Science and Engineering),Bacheler of Technology (Computer Science and Engineering),Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02581
L2-05679,Bcaheler of Technology (Computer Science and Engineering),Bacheler of Technology (Computer Science and Engineering),Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02581
L2-05680,Bacheler of Techn0logy (Computer Science and Engineering),Bacheler of Technology (Computer Science and Engineering),Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02581
L2-05681,Bacheler of Technology (Computer Science and Engine,Bacheler of Technology (Computer Science and Engineering),Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02581
L2-05682,B.Tch/BE / Physics,B.Tech/BE / Physics,Bachelor of Technology,Physics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02582
L2-05683,B.eTch/BE / Physics,B.Tech/BE / Physics,Bachelor of Technology,Physics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02582
L2-05684,"Bachler of Technology, Finance","Bacheler of Technology, Finance",Bachelor of Technology,Finance,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02583
L2-05685,"Bcaheler of Technology, Finance","Bacheler of Technology, Finance",Bachelor of Technology,Finance,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02583
L2-05686,"Bacheler of Techn0logy, Finance","Bacheler of Technology, Finance",Bachelor of Technology,Finance,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02583
L2-05687,"BTCH, Artificial Intelligence and Machine Learning","BTECH, Artificial Intelligence and Machine Learning",Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02584
L2-05688,"BETCH, Artificial Intelligence and Machine Learning","BTECH, Artificial Intelligence and Machine Learning",Bachelor of Technology,Artificial Intelligence and Machine Learning,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02584
L2-05689,B.Tch. (Mechanical Engineering),B.Tech. (Mechanical Engineering),Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02585
L2-05690,B.eTch. (Mechanical Engineering),B.Tech. (Mechanical Engineering),Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02585
L2-05691,B.Tech. (Mechanical Engine,B.Tech. (Mechanical Engineering),Bachelor of Technology,Mechanical Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02585
L2-05692,B.Tch in Electrical Engineering,B.Tech in Electrical Engineering,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02586
L2-05693,B.eTch in Electrical Engineering,B.Tech in Electrical Engineering,Bachelor of Technology,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02586
L2-05694,Bachler of Technology - Computer Science and Engineering,Bacheler of Technology - Computer Science and Engineering,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02587
L2-05695,Bcaheler of Technology - Computer Science and Engineering,Bacheler of Technology - Computer Science and Engineering,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02587
L2-05696,Bacheler of Techn0logy - Computer Science and Engineering,Bacheler of Technology - Computer Science and Engineering,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02587
L2-05697,B.Tch / Electronics and Communication Engineering,B.Tech / Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02588
L2-05698,B.eTch / Electronics and Communication Engineering,B.Tech / Electronics and Communication Engineering,Bachelor of Technology,Electronics and Communication Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02588
L2-05699,BTCH / Textile Engineering,BTECH / Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02589
L2-05700,BETCH / Textile Engineering,BTECH / Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02589
L2-05701,BTCH - Software Engineering,BTECH - Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02590
L2-05702,BETCH - Software Engineering,BTECH - Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02590
L2-05703,B.Tch (Hons) / Mining Engineering,B.Tech (Hons) / Mining Engineering,Bachelor of Technology,Mining Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02591
L2-05704,B.eTch (Hons) / Mining Engineering,B.Tech (Hons) / Mining Engineering,Bachelor of Technology,Mining Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02591
L2-05705,B.Tch - Cybersecurity,B.Tech - Cybersecurity,Bachelor of Technology,Cybersecurity,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02592
L2-05706,B.eTch - Cybersecurity,B.Tech - Cybersecurity,Bachelor of Technology,Cybersecurity,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02592
L2-05707,B.Tch/BE / Data Science,B.Tech/BE / Data Science,Bachelor of Technology,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02593
L2-05708,B.eTch/BE / Data Science,B.Tech/BE / Data Science,Bachelor of Technology,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02593
L2-05709,4-Yar B.Tech in Mathematics,4-Year B.Tech in Mathematics,Bachelor of Technology,Mathematics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02594
L2-05710,4-eYar B.Tech in Mathematics,4-Year B.Tech in Mathematics,Bachelor of Technology,Mathematics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02594
L2-05711,B. Tch (Chemical Engineering),B. Tech (Chemical Engineering),Bachelor of Technology,Chemical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02595
L2-05712,B. eTch (Chemical Engineering),B. Tech (Chemical Engineering),Bachelor of Technology,Chemical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02595
L2-05713,B. Tech (Chemical Engine,B. Tech (Chemical Engineering),Bachelor of Technology,Chemical Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02595
L2-05714,"4-Yar B.Tech, Food Technology","4-Year B.Tech, Food Technology",Bachelor of Technology,Food Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02596
L2-05715,"4-eYar B.Tech, Food Technology","4-Year B.Tech, Food Technology",Bachelor of Technology,Food Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02596
L2-05716,Bachler of Technology / Cybersecurity,Bacheler of Technology / Cybersecurity,Bachelor of Technology,Cybersecurity,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02597
L2-05717,Bcaheler of Technology / Cybersecurity,Bacheler of Technology / Cybersecurity,Bachelor of Technology,Cybersecurity,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02597
L2-05718,Bacheler of Techn0logy / Cybersecurity,Bacheler of Technology / Cybersecurity,Bachelor of Technology,Cybersecurity,UG ENGINEERING,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02597
L2-05719,BTch (Aerospace Engineering),BTech (Aerospace Engineering),Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02598
L2-05720,BeTch (Aerospace Engineering),BTech (Aerospace Engineering),Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02598
L2-05721,BTech (Aerospace Engine,BTech (Aerospace Engineering),Bachelor of Technology,Aerospace Engineering,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02598
L2-05722,"B. Tch, Electrical Engineering","B. Tech, Electrical Engineering",Bachelor of Technology,Electrical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02599
L2-05723,"B. eTch, Electrical Engineering","B. Tech, Electrical Engineering",Bachelor of Technology,Electrical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02599
L2-05724,"B. Tch, Instrumentation Engineering","B. Tech, Instrumentation Engineering",Bachelor of Technology,Instrumentation Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02600
L2-05725,"B. eTch, Instrumentation Engineering","B. Tech, Instrumentation Engineering",Bachelor of Technology,Instrumentation Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02600
L2-05726,B.Tch. in Computer Science and Engineering,B.Tech. in Computer Science and Engineering,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02601
L2-05727,B.eTch. in Computer Science and Engineering,B.Tech. in Computer Science and Engineering,Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02601
L2-05728,B.Tch. - Information Technology,B.Tech. - Information Technology,Bachelor of Technology,Information Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02602
L2-05729,B.eTch. - Information Technology,B.Tech. - Information Technology,Bachelor of Technology,Information Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02602
L2-05730,"B.Tch., Data Science","B.Tech., Data Science",Bachelor of Technology,Data Science,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02603
L2-05731,"B.eTch., Data Science","B.Tech., Data Science",Bachelor of Technology,Data Science,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02603
L2-05732,B.Tch. in Civil Engineering,B.Tech. in Civil Engineering,Bachelor of Technology,Civil Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02604
L2-05733,B.eTch. in Civil Engineering,B.Tech. in Civil Engineering,Bachelor of Technology,Civil Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02604
L2-05734,B.Tch. - Textile Engineering,B.Tech. - Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02605
L2-05735,B.eTch. - Textile Engineering,B.Tech. - Textile Engineering,Bachelor of Technology,Textile Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02605
L2-05736,4-Yar B.Tech in Software Engineering,4-Year B.Tech in Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02606
L2-05737,4-eYar B.Tech in Software Engineering,4-Year B.Tech in Software Engineering,Bachelor of Technology,Software Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02606
L2-05738,B.Tch. (Mathematics),B.Tech. (Mathematics),Bachelor of Technology,Mathematics,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02607
L2-05739,B.eTch. (Mathematics),B.Tech. (Mathematics),Bachelor of Technology,Mathematics,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02607
L2-05740,B.Tech. (Mathe,B.Tech. (Mathematics),Bachelor of Technology,Mathematics,UG ENGINEERING,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-02607
L2-05741,B.Tch (Hons) - Information Technology,B.Tech (Hons) - Information Technology,Bachelor of Technology,Information Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02608
L2-05742,B.eTch (Hons) - Information Technology,B.Tech (Hons) - Information Technology,Bachelor of Technology,Information Technology,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02608
L2-05743,"BTCH, Software Engineering","BTECH, Software Engineering",Bachelor of Technology,Software Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02609
L2-05744,"BETCH, Software Engineering","BTECH, Software Engineering",Bachelor of Technology,Software Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02609
L2-05745,B.Tch in Metallurgical Engineering,B.Tech in Metallurgical Engineering,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02610
L2-05746,B.eTch in Metallurgical Engineering,B.Tech in Metallurgical Engineering,Bachelor of Technology,Metallurgical Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02610
L2-05747,"BTCH, Computer Science and Engineering","BTECH, Computer Science and Engineering",Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02611
L2-05748,"BETCH, Computer Science and Engineering","BTECH, Computer Science and Engineering",Bachelor of Technology,Computer Science and Engineering,UG ENGINEERING,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02611
L2-05749,Bachler of Technology - Information Technology,Bacheler of Technology - Information Technology,Bachelor of Technology,Information Technology,UG ENGINEERING,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-02612
