expected_label,predicted_label,count,is_correct
Post Graduate Diploma,India P G D,1,False
Post Graduate Diploma,India P G D B A,1,False
Post Graduate Diploma,India P G D B A degree,1,False
Post Graduate Diploma,India P G D B A qualification,1,False
Post Graduate Diploma,India P G D B M,1,False
Post Graduate Diploma,India P G D B M degree,1,False
Post Graduate Diploma,India P G D B M qualification,1,False
Post Graduate Diploma,India P G D I P,1,False
Post Graduate Diploma,India P G D I P degree,1,False
Post Graduate Diploma,India P G D I P qualification,1,False
Post Graduate Diploma,India P G D degree,1,False
Post Graduate Diploma,India P G D qualification,1,False
Post Graduate Diploma,India P.G.D.I.P. degree,1,False
Post Graduate Diploma,India P.G.D.I.P. qualification,1,False
Post Graduate Diploma,India PGDBAHONS,1,False
Post Graduate Diploma,India PGDBAHONS degree,1,False
Post Graduate Diploma,India PGDBAHONS qualification,1,False
Post Graduate Diploma,India PGDBM degree,1,False
Post Graduate Diploma,India PGDBM qualification,1,False
Post Graduate Diploma,India PGDBMHONS,1,False
Post Graduate Diploma,India PGDBMHONS degree,1,False
Post Graduate Diploma,India PGDBMHONS qualification,1,False
Post Graduate Diploma,India PGDHONS,1,False
Post Graduate Diploma,India PGDHONS degree,1,False
Post Graduate Diploma,India PGDHONS qualification,1,False
Post Graduate Diploma,India PGDIPHONS,1,False
Post Graduate Diploma,India PGDIPHONS degree,1,False
Post Graduate Diploma,India PGDIPHONS qualification,1,False
Post Graduate Diploma,India PGDIPLOMA qualification,1,False
Post Graduate Diploma,Indian P G D,1,False
Post Graduate Diploma,Indian P G D B A,1,False
Post Graduate Diploma,Indian P G D B A degree,1,False
Post Graduate Diploma,Indian P G D B A qualification,1,False
Post Graduate Diploma,Indian P G D B M,1,False
Post Graduate Diploma,Indian P G D B M degree,1,False
Post Graduate Diploma,Indian P G D B M qualification,1,False
Post Graduate Diploma,Indian P G D I P,1,False
Post Graduate Diploma,Indian P G D I P degree,1,False
Post Graduate Diploma,Indian P G D I P qualification,1,False
Post Graduate Diploma,Indian P G D degree,1,False
Post Graduate Diploma,Indian P G D qualification,1,False
Post Graduate Diploma,Indian P.G.D.I.P. degree,1,False
Post Graduate Diploma,Indian P.G.D.I.P. qualification,1,False
Post Graduate Diploma,Indian PGDBAHONS,1,False
Post Graduate Diploma,Indian PGDBAHONS degree,1,False
Post Graduate Diploma,Indian PGDBAHONS qualification,1,False
Post Graduate Diploma,Indian PGDBM degree,1,False
Post Graduate Diploma,Indian PGDBM qualification,1,False
Post Graduate Diploma,Indian PGDBMHONS,1,False
Post Graduate Diploma,Indian PGDBMHONS degree,1,False
Post Graduate Diploma,Indian PGDBMHONS qualification,1,False
Post Graduate Diploma,Indian PGDHONS,1,False
Post Graduate Diploma,Indian PGDHONS degree,1,False
Post Graduate Diploma,Indian PGDHONS qualification,1,False
Post Graduate Diploma,Indian PGDIPHONS,1,False
Post Graduate Diploma,Indian PGDIPHONS degree,1,False
Post Graduate Diploma,Indian PGDIPHONS qualification,1,False
Post Graduate Diploma,Indian PGDIPLOMA qualification,1,False
Post Graduate Diploma,P G D B A qualification,1,False
Post Graduate Diploma,P G D B M degree,1,False
Post Graduate Diploma,P G D B M qualification,1,False
Post Graduate Diploma,P G D qualification,1,False
Post Graduate Diploma,PGDBAHONS degree,1,False
Post Graduate Diploma,PGDBAHONS qualification,1,False
Post Graduate Diploma,PGDBM qualification,1,False
Post Graduate Diploma,PGDBMHONS degree,1,False
Post Graduate Diploma,PGDBMHONS qualification,1,False
Post Graduate Diploma,PGDHONS,1,False
Post Graduate Diploma,PGDHONS degree,1,False
Post Graduate Diploma,PGDHONS qualification,1,False
Post Graduate Diploma,PGDIPHONS degree,1,False
Post Graduate Diploma,PGDIPHONS qualification,1,False
Post Graduate Diploma,Post Grad Diploma qualification,1,False
Postgraduate Certificate,PGCert,1,False
Postgraduate Certificate,PGCert degree,1,False
Postgraduate Certificate,PGCert qualification,1,False
Postgraduate Certificate,Postgraduate Certificate degree,1,False
Postgraduate Certificate,UK PGCert,1,False
Postgraduate Certificate,UK PGCert degree,1,False
Postgraduate Certificate,UK PGCert qualification,1,False
Postgraduate Certificate,UK Postgraduate Certificate,1,False
Postgraduate Certificate,United Kingdom PGCert,1,False
Postgraduate Certificate,United Kingdom PGCert degree,1,False
Postgraduate Diploma,UK P G D I P,1,False
Postgraduate Diploma,UK P G D I P degree,1,False
Postgraduate Diploma,UK P G D I P qualification,1,False
Postgraduate Diploma,UK PGDip qualification,1,False
Postgraduate Diploma,United Kingdom P G D I P,1,False
Postgraduate Diploma,United Kingdom P G D I P degree,1,False
Postgraduate Diploma,United Kingdom PGDip,1,False
Postgraduate Diploma,United Kingdom PGDip degree,1,False
Bachelor of Engineering,Bachelor of Engineering,517,True
Bachelor of Technology,Bachelor of Technology,466,True
Post Graduate Diploma,Post Graduate Diploma,409,True
Doctor of Philosophy,Doctor of Philosophy,334,True
12th Standard,12th Standard,278,True
Bachelor of Arts,Bachelor of Arts,273,True
Bachelor of Science,Bachelor of Science,264,True
10th Standard,10th Standard,228,True
Bachelor of Commerce,Bachelor of Commerce,228,True
Master of Engineering,Master of Engineering,206,True
Master of Business Administration,Master of Business Administration,192,True
Master of Science,Master of Science,182,True
Diploma in Engineering,Diploma in Engineering,177,True
Bachelor of Computer Applications,Bachelor of Computer Applications,173,True
Bachelor of Business Administration,Bachelor of Business Administration,162,True
Master of Commerce,Master of Commerce,159,True
Master of Technology,Master of Technology,159,True
Master of Computer Applications,Master of Computer Applications,152,True
Master of Arts,Master of Arts,145,True
Bachelor of Laws,Bachelor of Laws,27,True
Master of Laws,Master of Laws,20,True
Advanced Level,Advanced Level,1,True
Certificate of Higher Education,Certificate of Higher Education,1,True
Diploma of Higher Education,Diploma of Higher Education,1,True
Doctor of Education,Doctor of Education,1,True
Foundation Degree,Foundation Degree,1,True
Higher National Certificate,Higher National Certificate,1,True
Higher National Diploma,Higher National Diploma,1,True
Postgraduate Certificate,Postgraduate Certificate,1,True
