raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
IN PGDHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPLOMA qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPLOMA qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
P G D I P (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
P G D I P (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P G D I P (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D I P,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D I P degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D I P qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D I P (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian P G D I P (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D I P (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D I P,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D I P degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D I P qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D I P (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
India P G D I P (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D I P (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P G D I P,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D I P degree,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D I P qualification,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D I P (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D I P (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P G D I P (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P.G.D.I.P. degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P.G.D.I.P. qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P.G.D.I.P. degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P.G.D.I.P. qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P.G.D.I.P. qualification,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
PGDBM qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBM degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBM qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBM degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBM qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBM qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
P G D B M,Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
P G D B M degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P G D B M qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P G D B M (India),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
P G D B M (IN),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
P G D B M (1-2 years),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
Indian P G D B M,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B M degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B M qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B M (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian P G D B M (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B M (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B M,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B M degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B M qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B M (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
India P G D B M (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B M (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P G D B M,Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
IN P G D B M degree,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B M qualification,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B M (India),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
IN P G D B M (IN),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
IN P G D B M (1-2 years),Post Graduate Diploma,Bachelor of Medicine and Bachelor of Surgery,,,review_needed,L2,0.7063,70.6,wrong_degree
PGDIPHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGDIPHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDIPHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDIPHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDIPHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDIPHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
pgdba qualification,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
Indian pgdba degree,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
Indian pgdba qualification,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
India pgdba degree,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
India pgdba qualification,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
IN pgdba qualification,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.75,75.0,wrong_degree
P G D B A,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.8,80.0,wrong_degree
P G D B A degree,Post Graduate Diploma,Post Graduate Diploma in Business Administration,,,review_needed,L3,0.8,80.0,wrong_degree
P G D B A qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P G D B A (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
P G D B A (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
P G D B A (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B A,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B A degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B A qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B A (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
Indian P G D B A (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian P G D B A (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B A,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B A degree,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B A qualification,Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B A (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
India P G D B A (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India P G D B A (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P G D B A,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B A degree,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B A qualification,Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B A (India),Post Graduate Diploma,,,,review_needed,L3,0.35,35.0,wrong_degree
IN P G D B A (IN),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN P G D B A (1-2 years),Post Graduate Diploma,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
PGDBAHONS,Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
PGDBAHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGDBAHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGDBAHONS (India),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
PGDBAHONS (IN),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
PGDBAHONS (1-2 years),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
Indian PGDBAHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBAHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBAHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBAHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBAHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBAHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBAHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBAHONS,Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
IN PGDBAHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBAHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBAHONS (India),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
IN PGDBAHONS (IN),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
IN PGDBAHONS (1-2 years),Post Graduate Diploma,Bachelor of Arts,,,review_needed,L2,0.8,80.0,wrong_degree
PGDBM (Hons) qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBM (Hons) degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBM (Hons) qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBM (Hons) degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBM (Hons) qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBM (Hons) qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGDBMHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
PGDBMHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
Indian PGDBMHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS (India),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS (IN),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
India PGDBMHONS (1-2 years),Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBMHONS degree,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
IN PGDBMHONS qualification,Post Graduate Diploma,Master of Science,,,review_needed,L3,0.5,50.0,wrong_degree
General Certificate of Secondary Education,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
General Certificate of Secondary Education qualification,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
General Certificate of Secondary Education (United Kingdom),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
General Certificate of Secondary Education (UK),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
General Certificate of Secondary Education (2 years),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
UK General Certificate of Secondary Education,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
UK General Certificate of Secondary Education qualification,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
UK General Certificate of Secondary Education (United Kingdom),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
UK General Certificate of Secondary Education (UK),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
UK General Certificate of Secondary Education (2 years),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom General Certificate of Secondary Education,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom General Certificate of Secondary Education qualification,General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom General Certificate of Secondary Education (United Kingdom),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom General Certificate of Secondary Education (UK),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
United Kingdom General Certificate of Secondary Education (2 years),General Certificate of Secondary Education,Certificate Program,,,review_needed,L3,0.5,50.0,wrong_degree
GCSE,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSE qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSE (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
GCSE (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSE (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSE,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSE qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSE (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
UK GCSE (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSE (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSE,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSE qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSE (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom GCSE (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSE (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
G C S E (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
UK G C S E (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom G C S E (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSEs,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSEs qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSEs (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
GCSEs (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
GCSEs (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSEs,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSEs qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSEs (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
UK GCSEs (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK GCSEs (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSEs,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSEs qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSEs (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom GCSEs (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom GCSEs (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E S,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E S qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E S (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
G C S E S (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
G C S E S (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E S,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E S qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E S (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
UK G C S E S (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK G C S E S (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E S,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E S qualification,General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E S (United Kingdom),General Certificate of Secondary Education,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom G C S E S (UK),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom G C S E S (2 years),General Certificate of Secondary Education,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Advanced Level,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Advanced Level qualification,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Advanced Level (United Kingdom),Advanced Level,,,,review_needed,L3,0.35,35.0,wrong_degree
Advanced Level (UK),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Advanced Level (2 years),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK Advanced Level,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK Advanced Level qualification,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK Advanced Level (United Kingdom),Advanced Level,,,,review_needed,L3,0.35,35.0,wrong_degree
UK Advanced Level (UK),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK Advanced Level (2 years),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Advanced Level,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Advanced Level qualification,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Advanced Level (United Kingdom),Advanced Level,,,,review_needed,L3,0.35,35.0,wrong_degree
United Kingdom Advanced Level (UK),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
United Kingdom Advanced Level (2 years),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
A Level,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
A Level qualification,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
A Level (United Kingdom),Advanced Level,,,,review_needed,L3,0.35,35.0,wrong_degree
A Level (UK),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
A Level (2 years),Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
UK A Level,Advanced Level,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
