raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Master of Technology - csande - Anna University - 2023,Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Currently pursuing M. Tech (Hons) with specialization in Info Tech at IIT Delhi.,Master of Technology,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a MTech degree in Infotech.,Master of Technology,MTech degree,Information Technology,Information Technology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MTECH, Information Tech, University of Mumbai, batch of 2022.",Master of Technology,,Information Technology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification Master of Technology (informationtech).,Master of Technology,Master of Technology,Information Technology,,review_needed,L2,0.7616,76.2,wrong_field
Master Bacheler - informationtechnology - Pune University - 2024,Master of Technology,,Information Technology,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my M. Tech (Hons) in ec from IIT Delhi in 2020.,Master of Technology,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MTech with specialization in Electronics Communication at Delhi University.,Master of Technology,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a MTECH degree in electronicscommunication.,Master of Technology,MTECH degree,Electronics and Communication Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of Pune University; qualification Master Bacheler (elecandcomm).,Master of Technology,,Electronics and Communication Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my MTech in E.E from Delhi University in 2021.,Master of Technology,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MTECH with specialization in electrical at University of Mumbai.,Master of Technology,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Education: Master Bacheler, electengg, Pune University, batch of 2024.",Master of Technology,,Electrical Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Graduate of Amity University; qualification M. TECH (Elect Engg).,Master of Technology,,Electrical Engineering,Electrical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
m.tech - electricalandelectronics - IIM Ahmedabad - 2026,Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
I completed my MTECH in ME from University of Mumbai in 2022.,Master of Technology,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a Master Bacheler degree in Mechanical.,Master of Technology,Master Bacheler degree,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M. TECH, mechanical, Amity University, batch of 2025.",Master of Technology,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification m.tech (Mech).,Master of Technology,,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
Currently pursuing Master Bacheler with specialization in civil at Pune University.,Master of Technology,Master Bacheler with specialization,Civil Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Kabir holds a M. TECH degree in Civil.,Master of Technology,M. TECH degree,Civil Engineering,Civil Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: m.tech, Civil Engg, IIM Ahmedabad, batch of 2026.",Master of Technology,,Civil Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification M.Tech Hons (civilengg).,Master of Technology,,Civil Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Master Tecnolgy - Civil Engg. - VIT Vellore - 2017,Master of Technology,Master of Technology,Civil Engineering,,fuzzy_matched,L2,0.9091,90.9,wrong_field
I completed my Master Bacheler in ds from Pune University in 2024.,Master of Technology,Master Bacheler,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing M. TECH with specialization in DS at Amity University.,Master of Technology,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a m.tech degree in Data Analytics.,Master of Technology,m.tech degree,Data Science,Data Science,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.Tech Hons, dataanalytics, Jadavpur University, batch of 2016.",Master of Technology,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification Master Tecnolgy (bigdata).,Master of Technology,,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my M. TECH in ML from Amity University in 2025.,Master of Technology,,Artificial Intelligence and Machine Learning,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing m.tech with specialization in ml at IIM Ahmedabad.,Master of Technology,,Artificial Intelligence and Machine Learning,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Arjun holds a M.Tech Hons degree in AI & ML.,Master of Technology,M.Tech Hons degree,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Master Tecnolgy, aiandml, VIT Vellore, batch of 2017.",Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,review_needed,L2,0.7244,72.4,wrong_field
Graduate of Manipal University; qualification M.Tech (Hons) (ai/ml).,Master of Technology,,Artificial Intelligence and Machine Learning,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my m.tech in Information Security from IIM Ahmedabad in 2026.,Master of Technology,,Cybersecurity,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.Tech Hons with specialization in networksecurity at Jadavpur University.,Master of Technology,,Cybersecurity,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a Master Tecnolgy degree in Network Security.,Master of Technology,Master Tecnolgy degree,Cybersecurity,Cybersecurity,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.Tech (Hons), InfoSec, Manipal University, batch of 2018.",Master of Technology,,Cybersecurity,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification M.Tech (infosec).,Master of Technology,,Cybersecurity,Cybersecurity,review_needed,L3_stub,0.35,35,wrong_degree
M.TECH - cybersecurity - Delhi University - 2020,Master of Technology,Master of Technology,Cybersecurity,,resolved,L1,1.0,100,wrong_field
I completed my M.Tech Hons in Software Engineering from Jadavpur University in 2016.,Master of Technology,,Software Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Master Tecnolgy with specialization in Software Engg at VIT Vellore.,Master of Technology,Master Tecnolgy with specialization,Software Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Rohan holds a M.Tech (Hons) degree in softwareengg.,Master of Technology,,Software Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: M.Tech, softwareengineering, IIT Delhi, batch of 2019.",Master of Technology,,Software Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification M.TECH (SE).,Master of Technology,,Software Engineering,Software Engineering,review_needed,L3_stub,0.35,35,wrong_degree
I completed my Master Tecnolgy in biotech from VIT Vellore in 2017.,Master of Technology,Master Tecnolgy,Biotechnology Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing M.Tech (Hons) with specialization in Biotech at Manipal University.,Master of Technology,,Biotechnology Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a M.Tech degree in biotechnology.,Master of Technology,M.Tech degree,Biotechnology Engineering,Biotechnology Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.TECH, Biotechnology, Delhi University, batch of 2020.",Master of Technology,,Biotechnology Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification MTECH (Hons) (Bio Tech).,Master of Technology,,Biotechnology Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my M.Eng Hons in compsci from Manipal University in 2018.,Master of Engineering,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.E. with specialization in Information Technology at IIT Delhi.,Master of Engineering,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a m.e. degree in informationtechnology.,Master of Engineering,m.e. degree,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: M.ENG, it, University of Mumbai, batch of 2021.",Master of Engineering,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification ME Hons (IT).,Master of Engineering,,Computer Science and Engineering,Information Technology,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my M.E. in Electronics & Communication from IIT Delhi in 2019.,Master of Engineering,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing m.e. with specialization in Electronics and Communication at Delhi University.,Master of Engineering,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a M.ENG degree in E&C.,Master of Engineering,M.ENG degree,Electronics and Communication Engineering,Electronics and Communication Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: ME Hons, eandc, Anna University, batch of 2022.",Master of Engineering,,Electronics and Communication Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification ME (EC).,Master of Engineering,,Electronics and Communication Engineering,Electronics and Communication Engineering,review_needed,L3_stub,0.35,35,wrong_degree
I completed my m.e. in electricalelectronics from Delhi University in 2020.,Master of Engineering,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.ENG with specialization in Electrical Electronics at University of Mumbai.,Master of Engineering,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a ME Hons degree in Electrical Engg.,Master of Engineering,ME Hons degree,Electrical Engineering,Electrical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: ME, electricalengg, Pune University, batch of 2023.",Master of Engineering,,Electrical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification Master of Engineering (Electrical Engineering).,Master of Engineering,,Electrical Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my M.ENG in Mech. Engg from University of Mumbai in 2021.,Master of Engineering,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing ME Hons with specialization in mechanicalengineering at Anna University.,Master of Engineering,,Mechanical Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a ME degree in me.,Master of Engineering,ME degree,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: Master of Engineering, Mechanical Engineering, Amity University, batch of 2024.",Master of Engineering,Master of Engineering,Mechanical Engineering,,fuzzy_matched,L2,0.9274,92.7,wrong_field
Graduate of IIM Ahmedabad; qualification Master of Engineering (ME).,Master of Engineering,,Mechanical Engineering,Mechanical Engineering,review_needed,L3_stub,0.35,35,wrong_degree
I completed my ME Hons in C.E from Anna University in 2022.,Master of Engineering,,Civil Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing ME with specialization in civil at Pune University.,Master of Engineering,,Civil Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Jadavpur University; qualification Master of Engineering (Hons) (civilengg).,Master of Engineering,,Civil Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Currently pursuing master of science with specialization in appliedphysics at Amity University.,Master of Science,master of science with specialization,Physics,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
Isha holds a M. SC degree in engineeringphysics.,Master of Science,M. SC degree,Physics,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: M.S. Hons, Engineering Physics, Jadavpur University, batch of 2026.",Master of Science,,Physics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification M.Sc Hons (Physics).,Master of Science,,Physics,Physics,review_needed,L3_stub,0.35,35,wrong_degree
M.SC - physics - Manipal University - 2017,Master of Science,Master of Science,Physics,,resolved,L1,1.0,100,wrong_field
Currently pursuing M. SC with specialization in industrialchemistry at IIM Ahmedabad.,Master of Science,,Chemistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a M.S. Hons degree in Industrial Chemistry.,Master of Science,M.S. Hons degree,Chemistry,Chemistry,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.Sc Hons, Chemistry, VIT Vellore, batch of 2016.",Master of Science,,Chemistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification M.SC (chemistry).,Master of Science,,Chemistry,Chemistry,review_needed,L3_stub,0.35,35,wrong_degree
I completed my M. SC in maths from IIM Ahmedabad in 2025.,Master of Science,,Mathematics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.S. Hons with specialization in Maths at Jadavpur University.,Master of Science,,Mathematics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a M.Sc Hons degree in Math.,Master of Science,M.Sc Hons degree,Mathematics,Mathematics,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.SC, math, Manipal University, batch of 2017.",Master of Science,,Mathematics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification MS (Applied Mathematics).,Master of Science,,Mathematics,Mathematics,review_needed,L3_stub,0.35,35,wrong_degree
M Sc - appliedmathematics - Delhi University - 2019,Master of Science,Master of Science,Mathematics,,resolved,L1,1.0,100,wrong_field
I completed my M.S. Hons in Statistics & Data Science from Jadavpur University in 2026.,Master of Science,,Statistics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.Sc Hons with specialization in statistics at VIT Vellore.,Master of Science,,Statistics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a M.SC degree in Statistics.,Master of Science,M.SC degree,Statistics,Statistics,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MS, Stats, IIT Delhi, batch of 2018.",Master of Science,,Statistics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification M Sc (stats).,Master of Science,,Statistics,Statistics,review_needed,L3_stub,0.35,35,wrong_degree
I completed my M.Sc Hons in biology from VIT Vellore in 2016.,Master of Science,,Biology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.SC with specialization in Biology at Manipal University.,Master of Science,,Biology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a MS degree in Bio.,Master of Science,MS degree,Biology,Biology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M Sc, bio, Delhi University, batch of 2019.",Master of Science,,Biology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification M. Sc Hons (Life Sciences).,Master of Science,,Biology,Biology,review_needed,L3_stub,0.35,35,wrong_degree
MSc - lifesciences - Anna University - 2021,Master of Science,Master of Science,Biology,,resolved,L1,1.0,100,wrong_field
I completed my M.SC in Micro Biology from Manipal University in 2017.,Master of Science,,Microbiology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MS with specialization in Microbiology at IIT Delhi.,Master of Science,,Microbiology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a M Sc degree in microbiology.,Master of Science,M Sc degree,Microbiology,Microbiology,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M. Sc Hons, microbio, University of Mumbai, batch of 2020.",Master of Science,,Microbiology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Anna University; qualification MSc (Micro Bio).,Master of Science,,Microbiology,Microbiology,review_needed,L3_stub,0.35,35,wrong_degree
I completed my MS in Biochemistry from IIT Delhi in 2018.,Master of Science,,Biochemistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M Sc with specialization in biochemistry at Delhi University.,Master of Science,,Biochemistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a M. Sc Hons degree in Bio Chemistry.,Master of Science,M. Sc Hons degree,Biochemistry,Biochemistry,review_needed,L3_stub,0.35,35,wrong_degree
"Education: MSc, biochem, Anna University, batch of 2021.",Master of Science,,Biochemistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Pune University; qualification m. sc (Biochem).,Master of Science,,Biochemistry,Biochemistry,review_needed,L3_stub,0.35,35,wrong_degree
msc - Biochemistry - Amity University - 2023,Master of Science,Master of Science,Biochemistry,,resolved,L1,1.0,100,wrong_field
I completed my M Sc in Bioinformatics from Delhi University in 2019.,Master of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M. Sc Hons with specialization in Bio Informatics at University of Mumbai.,Master of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Arjun holds a MSc degree in computationalbiology.,Master of Science,MSc degree,Bioinformatics,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: m. sc, Computational Biology, Pune University, batch of 2022.",Master of Science,,Bioinformatics,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification msc (bioinformatics).,Master of Science,,Bioinformatics,Bioinformatics,review_needed,L3_stub,0.35,35,wrong_degree
MASTER OF SCIENCE - Bioinformatics - IIM Ahmedabad - 2024,Master of Science,Master of Science,Bioinformatics,,resolved,L1,1.0,100,wrong_field
I completed my M. Sc Hons in computerscience from University of Mumbai in 2020.,Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MSc with specialization in compscience at Anna University.,Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Isha holds a m. sc degree in Comp Science.,Master of Science,m. sc degree,Computer Science and Engineering,Computer Science and Engineering,review_needed,L3_stub,0.35,35,wrong_degree
"Education: msc, Computer Sc, Amity University, batch of 2023.",Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification MASTER OF SCIENCE (computersc).,Master of Science,,Computer Science and Engineering,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my MSc in Data Science & Analytics from Anna University in 2021.,Master of Science,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing m. sc with specialization in Data Sc at Pune University.,Master of Science,,Data Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Rohan holds a msc degree in datasc.,Master of Science,msc degree,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: MASTER OF SCIENCE, datascience, IIM Ahmedabad, batch of 2024.",Master of Science,Master of Science,Data Science,,review_needed,L2,0.8083,80.8,wrong_field
Graduate of Jadavpur University; qualification M. Sc (Hons) (Data Science).,Master of Science,,Data Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my m. sc in environmentalstudies from Pune University in 2022.,Master of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing msc with specialization in Environmental Studies at Amity University.,Master of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Aarav holds a MASTER OF SCIENCE degree in environmentalscience.,Master of Science,Master of Science,Environmental Science,,review_needed,L2,0.7706,77.1,wrong_field
"Education: M. Sc (Hons), Environmental Science, Jadavpur University, batch of 2025.",Master of Science,,Environmental Science,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of VIT Vellore; qualification M.Sc (Hons) (Env Science).,Master of Science,,Environmental Science,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
MSc Hons - envscience - Manipal University - 2016,Master of Science,Master of Science,Environmental Science,,resolved,L1,1.0,100,wrong_field
I completed my Master of Computer Applications (Hons) in Computer Application from Amity University in 2023.,Master of Computer Applications,Bachelor of Computer Applications,Computer Applications,,review_needed,L2,0.8202,82.0,wrong_degree_and_field
Currently pursuing M C A  with specialization in computerapplications at IIM Ahmedabad.,Master of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Ananya holds a m c a degree in Computer Applications.,Master of Computer Applications,m c a degree,Computer Applications,Computer Applications,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M C A Hons, Comp Applications, VIT Vellore, batch of 2026.",Master of Computer Applications,,Computer Applications,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Manipal University; qualification Master of Computer Applications (compapplications).,Master of Computer Applications,,Computer Applications,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
I completed my m.b.a. in businessmanagement from IIM Ahmedabad in 2024.,Master of Business Administration,,Business Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing master of business administration with specialization in Business Management at Jadavpur University.,Master of Business Administration,Bachelor of Engineering,Business Administration,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Riya holds a EMBA Hons degree in Management.,Master of Business Administration,EMBA Hons degree,Business Administration,Business Administration,review_needed,L3_stub,0.35,35,wrong_degree
"Education: M.B.A. Hons, management, Manipal University, batch of 2016.",Master of Business Administration,,Business Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification MBA (Business Administration).,Master of Business Administration,,Business Administration,Business Administration,review_needed,L3_stub,0.35,35,wrong_degree
Master of Business Administration - businessadministration - Delhi University - 2018,Master of Business Administration,Master of Business Administration,Business Administration,,resolved,L1,1.0,100,wrong_field
I completed my master of business administration in finance from Jadavpur University in 2025.,Master of Business Administration,Master of Business Administration,Finance,,review_needed,L2,0.8753,87.5,wrong_field
Currently pursuing EMBA Hons with specialization in Financial Management at VIT Vellore.,Master of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Kabir holds a M.B.A. Hons degree in financialmanagement.,Master of Business Administration,M.B.A. Hons degree,Finance,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: MBA, financeandaccounts, IIT Delhi, batch of 2017.",Master of Business Administration,,Finance,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Delhi University; qualification Master of Business Administration (Finance & Accounts).,Master of Business Administration,Bachelor of Engineering,Finance,Finance,review_needed,L2,0.7408,74.1,wrong_degree
Master of Business Administration (Hons) - corporatefinance - University of Mumbai - 2019,Master of Business Administration,Master of Business Administration,Finance,,resolved,L1,1.0,100,wrong_field
I completed my EMBA Hons in marketingmanagement from VIT Vellore in 2026.,Master of Business Administration,,Marketing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing M.B.A. Hons with specialization in Marketing Management at Manipal University.,Master of Business Administration,,Marketing,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Neha holds a MBA degree in salesandmarketing.,Master of Business Administration,MBA degree,Marketing,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: Master of Business Administration, Sales & Marketing, Delhi University, batch of 2018.",Master of Business Administration,Master of Business Administration,Marketing,,review_needed,L2,0.8736,87.4,wrong_field
Graduate of University of Mumbai; qualification Master of Business Administration (Hons) (digitalmarketing).,Master of Business Administration,Bachelor of Engineering,Marketing,,review_needed,L2,0.7344,73.4,wrong_degree_and_field
Master of Business Administration Hons - Digital Marketing - Anna University - 2020,Master of Business Administration,Master of Business Administration,Marketing,,resolved,L1,1.0,100,wrong_field
I completed my M.B.A. Hons in humanresourcemanagement from Manipal University in 2016.,Master of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing MBA with specialization in People Management at IIT Delhi.,Master of Business Administration,,Human Resources Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Arjun holds a Master of Business Administration degree in peoplemanagement.,Master of Business Administration,Bachelor of Engineering,Human Resources Management,,review_needed,L2,0.7892,78.9,wrong_degree_and_field
"Education: Master of Business Administration (Hons), hrandob, University of Mumbai, batch of 2019.",Master of Business Administration,Bachelor of Engineering,Human Resources Management,,review_needed,L2,0.7377,73.8,wrong_degree_and_field
Graduate of Anna University; qualification Master of Business Administration Hons (HR & OB).,Master of Business Administration,Bachelor of Engineering,Human Resources Management,Human Resources Management,review_needed,L2,0.7491,74.9,wrong_degree
M B A  - Human Resources - Pune University - 2021,Master of Business Administration,Master of Business Administration,Human Resources Management,,resolved,L1,1.0,100,wrong_field
I completed my MBA in Operations Management from IIT Delhi in 2017.,Master of Business Administration,,Operations Management,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing Master of Business Administration with specialization in Operations at Delhi University.,Master of Business Administration,Bachelor of Engineering,Operations Management,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Isha holds a Master of Business Administration (Hons) degree in operations.,Master of Business Administration,Master of Engineering,Operations Management,Operations Management,review_needed,L2,0.8286,82.9,wrong_degree
"Education: Master of Business Administration Hons, operationsmanagement, Anna University, batch of 2020.",Master of Business Administration,Master of Business Administration,Operations Management,,review_needed,L2,0.8736,87.4,wrong_field
Graduate of Pune University; qualification M B A  (supplychain).,Master of Business Administration,,Operations Management,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
MBA - Supply Chain - Amity University - 2022,Master of Business Administration,Master of Business Administration,Operations Management,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration in internationaltrade from Delhi University in 2018.,Master of Business Administration,Master of Business Administration,International Business,,review_needed,L2,0.8753,87.5,wrong_field
Currently pursuing Master of Business Administration (Hons) with specialization in Global Business at University of Mumbai.,Master of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Rohan holds a Master of Business Administration Hons degree in globalbusiness.,Master of Business Administration,Bachelor of Engineering,International Business,,review_needed,L2,0.7892,78.9,wrong_degree_and_field
"Education: M B A , internationalbusiness, Pune University, batch of 2021.",Master of Business Administration,,International Business,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of Amity University; qualification MBA (International Business).,Master of Business Administration,,International Business,International Business,review_needed,L3_stub,0.35,35,wrong_degree
EMBA (Hons) - IB - IIM Ahmedabad - 2023,Master of Business Administration,Master of Business Administration,International Business,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration (Hons) in entrepreneurship from University of Mumbai in 2019.,Master of Business Administration,Master of Business Administration,Entrepreneurship,,review_needed,L2,0.8753,87.5,wrong_field
Currently pursuing Master of Business Administration Hons with specialization in Entrepreneurship at Anna University.,Master of Business Administration,Bachelor of Engineering,Entrepreneurship,,review_needed,L2,0.7563,75.6,wrong_degree_and_field
Aarav holds a M B A  degree in startupmanagement.,Master of Business Administration,M B A  degree,Entrepreneurship,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
"Education: MBA, Startup Management, Amity University, batch of 2022.",Master of Business Administration,,Entrepreneurship,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIM Ahmedabad; qualification EMBA (Hons) (entrepreneurshipandinnovation).,Master of Business Administration,,Entrepreneurship,,review_needed,L3_stub,0.35,35,wrong_degree_and_field
MASTER OF BUSINESS ADMINISTRATION - Entrepreneurship & Innovation - Jadavpur University - 2024,Master of Business Administration,Master of Business Administration,Entrepreneurship,,resolved,L1,1.0,100,wrong_field
I completed my Master of Business Administration Hons in financeandbanking from Anna University in 2020.,Master of Business Administration,Master of Business Administration,Banking and Finance,,review_needed,L2,0.8753,87.5,wrong_field
